tensao_solo_kpa,chuva_acum_3d_mm,tmax_max_3d_c,dap,classe_irrigacao
52.25634963730087,0.0,34.5,32,3
47.98579345265817,0.0,34.6,33,3
45.96083463051451,0.0,34.7,34,3
43.605104889956465,0.0,34.7,35,3
41.53167044380729,0.0,34.7,36,3
39.730650633952806,0.0,34.7,37,2
38.16544932449961,0.0,34.7,38,3
36.71553157298829,0.0,34.7,39,3
35.30349333734742,0.0,34.5,40,3
33.0,0.0,34.5,41,3
33.0,0.0,34.5,42,3
33.0,0.0,34.5,43,3
33.0,0.0,34.3,44,3
33.0,0.0,34.3,45,3
33.0,0.0,34.3,46,3
33.0,0.0,34.3,47,3
33.0,0.0,34.3,48,3
33.0,0.0,34.4,49,3
33.0,0.0,34.4,50,3
33.0,0.0,34.4,51,3
33.0,0.0,34.4,52,3
33.0,0.0,35.6,53,3
33.0,0.0,35.9,54,3
33.0,0.0,35.9,55,3
33.0,0.0,35.9,56,3
33.0,0.0,36.0,57,3
33.0,0.0,36.4,58,3
33.0,0.0,36.4,59,3
33.0,0.0,36.4,60,3
33.0,0.0,35.6,61,3
33.0,0.0,35.6,62,3
33.0,0.0,36.3,63,3
33.0,0.0,36.3,64,3
33.0,0.0,36.6,65,3
33.0,0.0,36.6,66,3
33.0,0.0,36.6,67,3
33.0,0.0,36.0,68,3
33.0,0.0,36.0,69,3
33.0,0.0,36.0,70,3
33.0,0.0,35.7,71,3
33.0,0.0,35.7,72,3
33.0,0.0,35.7,73,3
33.0,0.0,35.3,74,3
33.0,0.0,35.3,75,3
33.0,0.0,35.3,76,3
33.0,0.0,35.3,77,3
33.0,0.0,35.3,78,3
33.0,0.0,35.5,79,3
33.0,0.0,35.5,80,3
33.0,0.0,35.5,81,3
33.0,0.0,35.5,82,3
33.0,0.0,35.5,83,3
33.0,0.0,35.4,84,3
33.0,0.0,35.4,85,3
33.0,0.0,37.2,86,3
33.0,0.0,37.2,87,3
33.0,0.0,37.2,88,3
33.0,0.0,36.1,89,3
33.0,0.0,36.1,90,3
33.0,0.0,36.1,91,3
33.0,0.0,36.1,92,3
33.0,0.0,36.1,93,3
33.0,0.0,35.5,94,3
33.0,0.0,36.0,95,3
33.0,0.0,36.8,96,3
33.0,0.0,36.8,97,3
33.0,0.0,36.8,98,3
33.0,0.0,36.8,99,3
33.0,0.0,37.0,100,3
33.0,0.0,37.0,101,3
33.0,0.0,37.0,102,3
33.0,0.0,37.5,103,3
33.0,0.0,37.9,104,3
33.0,0.0,37.9,105,3
33.0,0.0,37.9,106,3
33.0,0.0,38.9,107,3
380.01087440216804,20.2,32.3,1,0
395.11395941240977,20.4,32.3,2,0
260.8895936666835,1.2,32.9,3,0
266.7372180573171,0.6000000000000001,33.3,4,0
271.5227753610299,0.6000000000000001,33.3,5,0
259.1162472887723,0.6000000000000001,33.3,6,0
242.740929520101,0.2,34.3,7,0
225.14069326516204,0.0,34.3,8,0
207.9030081615021,0.0,34.3,9,0
191.89160175241017,0.0,34.2,10,1
174.62859557331024,0.0,33.2,11,3
168.77371336385252,0.0,33.5,12,2
152.24946337896574,0.0,33.5,13,2
139.12769449549805,0.0,34.2,14,2
134.2339917969809,0.0,34.2,15,3
123.95649265968189,0.0,34.9,16,3
119.16023499363452,0.0,34.9,17,3
114.21521100504859,0.0,34.9,18,3
103.7883485414737,0.0,34.9,19,3
98.8531846995816,0.0,35.7,20,2
90.35543328578652,0.0,35.7,21,3
87.11357174357633,0.0,35.7,22,3
83.88579407534435,0.0,35.1,23,3
77.21824525401641,0.0,34.7,24,3
74.03180076453653,0.6,34.9,25,3
70.90772304713404,0.6,35.0,26,3
67.27333665358306,0.6,35.0,27,2
61.07232658430249,0.0,35.0,28,2
58.6949513408174,0.0,34.8,29,3
56.53392468131825,0.0,34.4,30,3
54.41268490366414,0.0,34.4,31,3
52.25634963730087,0.0,34.5,32,3
47.98579345265817,0.0,34.9,33,3
45.96083463051451,0.0,35.1,34,3
43.605104889956465,0.0,35.1,35,3
41.53167044380729,4.8,35.1,36,3
39.730650633952806,4.8,34.2,37,2
38.16544932449961,4.8,34.2,38,2
36.71553157298829,0.0,34.3,39,3
35.30349333734742,0.0,34.3,40,3
33.0,0.0,34.3,41,3
33.0,0.0,35.2,42,3
33.0,0.0,35.2,43,3
33.0,0.0,35.2,44,3
33.0,0.0,34.3,45,2
33.0,0.0,34.5,46,2
33.0,0.0,35.1,47,3
33.0,0.0,35.1,48,3
33.0,0.0,35.1,49,3
33.0,8.8,34.5,50,3
33.0,8.8,33.9,51,3
33.0,8.8,34.3,52,1
33.0,0.0,34.3,53,2
33.0,0.0,34.3,54,3
33.0,0.0,34.3,55,3
33.0,0.0,34.8,56,3
33.0,0.0,36.0,57,3
33.0,0.0,36.0,58,3
33.0,0.0,36.0,59,3
33.0,0.0,34.2,60,2
33.0,0.0,35.0,61,2
33.0,0.0,35.3,62,2
33.0,0.0,35.3,63,3
33.0,0.0,35.3,64,3
33.0,0.0,35.2,65,3
33.0,0.0,35.7,66,3
33.0,0.0,35.7,67,3
33.0,0.0,35.7,68,3
33.0,0.0,36.1,69,3
33.0,0.0,36.1,70,3
33.0,0.0,36.1,71,3
33.0,0.0,35.6,72,3
33.0,0.0,35.6,73,3
33.0,0.0,35.9,74,3
33.0,0.0,35.9,75,3
33.0,0.0,35.9,76,3
33.0,0.0,35.3,77,3
33.0,0.0,36.6,78,3
33.0,0.0,36.6,79,3
33.0,0.0,36.6,80,3
33.0,0.0,36.3,81,3
33.0,0.0,36.0,82,3
33.0,0.0,36.8,83,3
33.0,0.0,36.8,84,3
33.0,4.4,36.8,85,3
33.0,4.4,36.8,86,3
33.0,6.0,35.7,87,2
33.0,1.6,35.0,88,3
33.0,1.6,35.0,89,2
33.0,0.0,35.8,90,3
33.0,0.0,36.3,91,3
33.0,0.0,36.6,92,3
33.0,0.0,36.6,93,3
33.0,0.0,36.6,94,3
33.0,0.0,36.9,95,3
33.0,0.0,37.0,96,3
33.0,0.0,37.7,97,3
33.0,0.0,37.7,98,3
33.0,0.0,37.7,99,3
33.0,0.0,37.2,100,3
33.0,0.0,37.2,101,3
33.0,0.0,37.0,102,3
33.0,0.0,37.0,103,3
33.0,0.0,37.5,104,3
33.0,0.0,37.5,105,3
33.0,0.0,37.5,106,3
33.0,0.0,37.7,107,3
386.546105699835,24.599999999999998,34.0,1,0
292.7489025690621,5.6,34.0,2,0
277.1357785791097,1.4,34.0,3,0
274.7830618754963,1.4,32.9,4,0
273.7141967757455,0.0,33.2,5,0
261.0803134319435,0.0,33.2,6,0
242.85921673287436,0.0,33.6,7,0
225.30527928626978,0.2,33.8,8,0
208.00431891865887,0.2,34.1,9,0
191.3781189082312,0.2,34.1,10,0
175.86655727928343,0.0,34.1,11,1
168.77371336385252,0.0,33.8,12,2
152.24946337896574,0.0,34.0,13,2
139.12769449549805,0.0,34.0,14,2
134.2339917969809,0.0,34.0,15,3
123.95649265968189,0.0,31.5,16,3
119.16023499363452,3.4,32.1,17,3
114.21521100504859,9.0,34.0,18,3
103.7883485414737,9.2,34.0,19,2
98.8531846995816,5.8,34.0,20,2
90.35543328578652,0.2,33.3,21,2
87.11357174357633,0.0,33.3,22,3
83.88579407534435,0.0,34.3,23,3
77.21824525401641,0.0,34.3,24,3
74.03180076453653,0.0,34.8,25,3
70.90772304713404,0.8,34.8,26,3
67.27333665358306,1.0,34.8,27,2
61.07232658430249,3.2,33.2,28,2
58.6949513408174,3.6000000000000005,34.4,29,2
56.53392468131825,3.4000000000000004,34.4,30,2
54.41268490366414,1.2,34.4,31,3
52.25634963730087,0.0,33.1,32,3
47.98579345265817,0.0,33.4,33,3
45.96083463051451,0.0,34.1,34,3
43.605104889956465,0.0,34.1,35,3
41.53167044380729,0.0,34.1,36,3
39.730650633952806,0.0,34.2,37,3
38.16544932449961,0.2,34.2,38,3
36.71553157298829,62.6,34.2,39,3
35.30349333734742,64.0,34.1,40,3
33.0,63.8,32.7,41,0
33.0,1.4,33.6,42,0
33.0,0.0,33.8,43,0
33.0,0.0,34.6,44,0
33.0,0.0,34.6,45,0
33.0,0.0,34.6,46,0
33.0,0.0,34.0,47,0
33.0,0.0,33.4,48,0
33.0,0.0,33.9,49,0
33.0,0.0,34.2,50,0
33.0,0.0,34.3,51,0
33.0,0.0,34.3,52,0
33.0,0.0,34.3,53,0
33.0,0.0,34.1,54,2
33.0,0.0,34.1,55,3
33.0,0.0,34.7,56,3
33.0,1.6,34.7,57,3
33.0,2.8,34.7,58,3
33.0,2.8,33.9,59,3
33.0,1.2,33.7,60,3
33.0,0.0,33.9,61,3
33.0,0.0,34.4,62,3
33.0,0.0,34.6,63,3
33.0,0.0,34.6,64,3
33.0,0.0,35.0,65,3
33.0,0.0,35.0,66,3
33.0,0.0,35.0,67,3
33.0,0.0,35.9,68,3
33.0,0.0,35.9,69,3
33.0,0.0,35.9,70,3
33.0,0.0,35.0,71,3
33.0,0.0,35.9,72,3
33.0,0.0,35.9,73,3
33.0,0.0,35.9,74,3
33.0,0.0,35.6,75,3
33.0,0.0,35.4,76,3
33.0,0.0,35.4,77,3
33.0,0.0,35.4,78,3
33.0,1.0,34.8,79,3
33.0,1.0,36.2,80,3
33.0,1.0,36.2,81,3
33.0,0.0,36.2,82,4
33.0,0.0,35.7,83,3
33.0,0.0,36.1,84,3
33.0,0.0,36.6,85,3
33.0,1.0,36.8,86,4
33.0,1.0,36.8,87,4
33.0,3.2,36.8,88,3
33.0,2.2,35.8,89,3
33.0,2.2,35.8,90,3
33.0,0.0,35.8,91,3
33.0,0.0,35.6,92,4
33.0,0.0,36.3,93,3
33.0,0.0,36.3,94,3
33.0,0.0,37.0,95,3
33.0,0.0,37.1,96,3
33.0,0.0,37.1,97,4
33.0,0.0,37.1,98,4
33.0,0.0,36.3,99,3
33.0,0.0,36.2,100,3
33.0,0.0,35.3,101,3
33.0,0.0,36.0,102,3
33.0,0.0,36.8,103,3
33.0,0.0,36.8,104,3
33.0,0.0,36.8,105,3
33.0,0.0,37.4,106,3
33.0,0.0,37.4,107,3
379.825785988554,9.399999999999999,33.9,1,1
401.71317169061365,7.6000000000000005,34.2,2,1
345.2350571766389,0.4,34.4,3,2
317.7171137986855,0.2,35.0,4,2
294.3219476209603,0.0,35.3,5,3
271.65508791485206,11.6,35.3,6,3
247.03578446035448,11.6,35.3,7,2
224.2649295702589,11.6,33.6,8,0
188.23422191634603,4.2,33.6,9,0
191.23831675526787,4.6000000000000005,33.6,10,1
175.22514046816022,4.6000000000000005,33.1,11,2
168.77371336385252,0.6000000000000001,32.5,12,2
152.24946337896574,0.2,32.5,13,2
139.12769449549805,0.6000000000000001,34.1,14,2
134.2339917969809,0.4,34.1,15,2
123.95649265968189,0.4,34.1,16,3
119.16023499363452,0.0,34.2,17,3
114.21521100504859,0.0,34.7,18,2
103.7883485414737,0.0,34.7,19,2
98.8531846995816,0.0,34.7,20,2
90.35543328578652,0.0,34.7,21,2
87.11357174357633,0.0,34.7,22,2
83.88579407534435,0.0,35.4,23,3
77.21824525401641,0.0,35.4,24,3
74.03180076453653,0.0,35.4,25,3
70.90772304713404,0.0,34.9,26,3
67.27333665358306,0.0,35.7,27,2
61.07232658430249,0.0,35.7,28,2
58.6949513408174,0.0,35.7,29,3
56.53392468131825,0.0,35.5,30,3
54.41268490366414,0.0,35.2,31,3
52.25634963730087,0.0,34.8,32,3
47.98579345265817,0.0,34.7,33,3
45.96083463051451,0.0,34.8,34,3
43.605104889956465,0.0,35.2,35,2
41.53167044380729,0.0,35.2,36,3
39.730650633952806,1.4,35.2,37,3
38.16544932449961,1.5999999999999999,34.5,38,3
36.71553157298829,1.5999999999999999,34.4,39,2
35.30349333734742,0.2,34.7,40,3
33.0,0.0,35.4,41,3
33.0,0.0,35.5,42,3
33.0,0.0,35.5,43,3
33.0,0.0,35.5,44,3
33.0,0.0,35.2,45,2
33.0,0.0,35.2,46,3
33.0,0.0,34.4,47,2
33.0,0.0,34.4,48,3
33.0,0.0,34.8,49,3
33.0,0.0,34.8,50,3
33.0,0.0,34.8,51,3
33.0,0.0,35.2,52,3
33.0,0.0,35.2,53,3
33.0,0.0,35.4,54,3
33.0,0.0,35.4,55,3
33.0,0.0,35.4,56,3
33.0,0.0,35.4,57,3
33.0,0.0,35.4,58,3
33.0,0.0,36.1,59,3
33.0,0.0,36.1,60,3
33.0,0.0,36.1,61,3
33.0,0.0,35.7,62,3
33.0,0.0,35.1,63,3
33.0,0.0,34.8,64,3
33.0,0.0,36.1,65,3
33.0,0.0,36.1,66,3
33.0,0.0,36.1,67,3
33.0,0.0,35.9,68,3
33.0,0.0,35.9,69,3
33.0,0.0,36.3,70,3
33.0,0.0,36.3,71,3
33.0,0.0,36.3,72,3
33.0,0.0,36.2,73,3
33.0,0.0,36.2,74,3
33.0,0.0,36.2,75,3
33.0,0.0,36.0,76,3
33.0,0.0,36.0,77,3
33.0,0.0,35.7,78,3
33.0,0.0,35.2,79,3
33.0,0.0,35.3,80,3
33.0,0.0,36.0,81,3
33.0,0.0,36.0,82,3
33.0,0.0,36.1,83,3
33.0,0.0,36.1,84,3
33.0,0.0,37.1,85,3
33.0,0.0,37.1,86,3
33.0,0.0,37.1,87,3
33.0,0.0,36.5,88,3
33.0,0.0,36.5,89,3
33.0,0.0,36.6,90,3
33.0,0.0,36.9,91,3
33.0,0.0,36.9,92,3
33.0,0.0,37.3,93,3
33.0,0.0,37.3,94,3
33.0,0.0,37.3,95,3
33.0,0.0,37.0,96,3
33.0,0.0,37.0,97,3
33.0,0.0,37.3,98,3
33.0,0.0,37.3,99,3
33.0,0.0,37.3,100,3
33.0,0.0,37.3,101,3
33.0,0.0,36.9,102,3
33.0,0.0,36.9,103,3
33.0,0.0,37.8,104,3
33.0,0.0,37.8,105,3
33.0,0.0,37.8,106,3
33.0,0.0,37.8,107,3
385.323979086857,0.0,34.6,1,0
401.5175129379717,0.0,34.1,2,0
352.7153676072174,0.0,34.9,3,1
315.25017684912865,0.0,34.9,4,1
293.3914022612551,0.0,34.9,5,2
271.5227753610299,0.0,34.0,6,2
247.03578446035448,0.0,33.7,7,1
224.2649295702589,0.0,33.4,8,1
206.2887305841143,0.0,33.7,9,1
190.91250875860916,0.0,34.2,10,2
176.08088422036897,0.0,34.2,11,2
168.77371336385252,0.0,34.2,12,2
152.24946337896574,0.0,34.1,13,1
139.12769449549805,0.0,34.5,14,1
134.2339917969809,0.0,34.5,15,2
123.95649265968189,0.0,34.5,16,2
119.16023499363452,0.0,34.3,17,2
114.21521100504859,0.0,35.0,18,2
103.7883485414737,0.0,35.0,19,1
98.8531846995816,0.0,35.0,20,1
90.35543328578652,0.0,34.8,21,1
87.11357174357633,0.0,34.8,22,2
83.88579407534435,0.0,34.8,23,2
77.21824525401641,0.0,34.7,24,2
74.03180076453653,0.0,34.8,25,2
70.90772304713404,0.0,34.8,26,2
67.27333665358306,0.0,34.8,27,1
61.07232658430249,0.0,34.1,28,1
58.6949513408174,0.0,34.1,29,2
56.53392468131825,0.0,34.1,30,2
54.41268490366414,0.0,34.0,31,2
52.25634963730087,0.0,35.0,32,2
47.98579345265817,0.0,35.4,33,2
45.96083463051451,0.0,35.4,34,2
43.605104889956465,0.0,35.4,35,2
41.53167044380729,0.0,34.8,36,2
39.730650633952806,0.0,34.3,37,2
38.16544932449961,0.0,34.3,38,2
36.71553157298829,0.0,33.4,39,2
35.30349333734742,0.0,33.1,40,2
33.0,0.0,33.1,41,2
33.0,0.0,34.4,42,2
33.0,0.0,34.6,43,2
33.0,0.0,34.6,44,2
33.0,0.0,34.8,45,2
33.0,0.0,34.8,46,2
33.0,0.0,34.8,47,2
33.0,0.0,34.5,48,2
33.0,0.0,35.1,49,2
33.0,0.0,35.1,50,2
33.0,0.0,35.1,51,2
33.0,0.0,35.1,52,2
33.0,0.0,34.7,53,2
33.0,0.0,34.7,54,2
33.0,0.0,34.7,55,2
33.0,0.0,34.6,56,2
33.0,0.0,34.5,57,2
33.0,0.0,34.5,58,2
33.0,0.0,34.8,59,2
33.0,0.0,34.8,60,2
33.0,0.0,34.9,61,2
33.0,0.0,36.1,62,2
33.0,0.0,36.1,63,2
33.0,0.0,36.1,64,2
33.0,0.0,35.9,65,2
33.0,0.0,36.2,66,2
33.0,0.0,36.2,67,2
33.0,0.0,36.5,68,2
33.0,0.0,36.5,69,2
33.0,0.0,36.5,70,2
33.0,0.0,35.7,71,2
33.0,0.0,35.3,72,2
33.0,0.0,36.1,73,2
33.0,0.0,36.1,74,2
33.0,0.0,36.1,75,2
33.0,0.0,36.2,76,2
33.0,0.0,36.2,77,2
33.0,0.0,36.2,78,2
33.0,0.0,35.8,79,2
33.0,0.0,35.7,80,2
33.0,0.0,35.7,81,2
33.0,0.0,35.7,82,2
33.0,0.0,36.1,83,2
33.0,0.0,37.0,84,2
33.0,0.0,37.0,85,2
33.0,0.0,37.0,86,2
33.0,0.0,36.9,87,2
33.0,0.0,36.0,88,2
33.0,0.0,34.5,89,2
33.0,0.0,35.5,90,2
33.0,0.0,35.8,91,2
33.0,0.0,36.8,92,2
33.0,0.0,36.8,93,2
33.0,0.0,36.8,94,2
33.0,0.0,36.1,95,2
33.0,0.0,36.1,96,2
33.0,0.0,36.0,97,2
33.0,0.0,36.0,98,2
33.0,0.0,36.0,99,2
33.0,0.0,35.8,100,2
33.0,0.0,35.8,101,2
33.0,0.0,34.8,102,2
33.0,0.0,35.7,103,2
33.0,0.0,35.9,104,2
33.0,0.0,36.3,105,2
33.0,0.0,36.7,106,2
33.0,0.0,36.9,107,2
317.0213430765485,0.0,34.7,1,0
330.3444066003959,0.0,35.3,2,0
291.1842648777272,0.0,35.3,3,0
269.87429578375736,0.6,35.3,4,0
249.39380728688374,0.6,34.9,5,0
229.9628600582792,0.6,35.5,6,0
226.95777154115234,0.0,35.5,7,0
213.8613855945497,0.2,35.5,8,0
200.24844958425302,1.0,35.0,9,0
185.59350841307509,1.0,34.8,10,0
171.0917340610681,13.600000000000001,34.8,11,0
166.2439485900594,32.8,34.2,12,0
153.03027331056006,33.6,31.9,13,0
119.7713471307102,22.4,33.0,14,0
85.89146673589254,2.4000000000000004,33.1,15,0
87.28349703887207,1.6,33.9,16,0
92.51579219125881,0.0,34.3,17,0
94.0839104690186,0.0,34.3,18,0
88.65488640652042,0.0,34.3,19,0
87.4324535503994,0.0,34.2,20,0
81.29082873412196,0.0,34.7,21,0
79.72203509105836,0.0,34.7,22,0
78.22161554734325,0.0,34.7,23,0
72.72699889521017,0.0,35.1,24,0
71.11529500263975,0.0,35.1,25,0
69.64101678015933,0.2,35.1,26,0
68.24715625439256,0.2,34.0,27,0
63.23716466716352,0.2,35.2,28,0
61.79059393681095,3.8,35.2,29,0
60.406535640545606,3.8,35.2,30,0
59.12544703447652,3.8,35.2,31,0
57.64641587093964,0.0,35.2,32,0
53.49274423907326,0.0,35.2,33,0
52.434861401066044,0.0,34.6,34,0
51.21044211975224,0.0,34.6,35,0
50.02679908382454,0.0,34.6,36,0
48.94199231846498,0.0,34.0,37,0
47.78749391666878,0.0,34.2,38,0
46.67159645086477,0.0,34.2,39,0
45.53736521636887,0.0,34.2,40,0
42.13286486561523,0.0,34.2,41,0
41.04889724040621,0.0,34.5,42,0
40.0123056737632,0.0,34.5,43,0
38.99239144041487,0.0,34.5,44,0
38.01699142276129,0.0,34.4,45,0
37.09308775559932,0.0,34.5,46,0
36.07721157208339,0.0,34.5,47,0
35.11480885099525,0.0,34.5,48,0
34.244747746857016,0.0,34.3,49,0
33.388110687089366,0.0,34.3,50,0
33.0,0.0,34.3,51,0
33.0,0.0,34.7,52,0
33.0,0.0,35.1,53,0
33.0,0.0,35.1,54,0
33.0,0.0,35.1,55,0
33.94576051125642,0.0,35.1,56,0
34.97821748539548,0.0,35.6,57,0
36.03329812609308,0.0,35.6,58,0
37.08405336025165,0.0,35.6,59,0
38.23058182245302,0.0,35.4,60,0
39.37417425282399,0.0,35.4,61,0
40.571735898108585,0.0,35.4,62,0
41.80572126329256,0.0,35.0,63,0
42.96196776658529,24.6,35.0,64,0
44.21476767245356,24.8,32.5,65,0
45.16177987776994,24.8,32.5,66,0
33.0,0.2,33.2,67,0
33.83019393170804,0.0,34.1,68,0
36.262233210088105,0.0,34.1,69,0
38.29582547440476,0.0,34.1,70,0
39.944137696893,0.0,34.1,71,0
41.51144199374185,0.0,34.1,72,0
43.024804242637416,0.0,34.1,73,0
44.68032296121453,0.0,34.0,74,0
46.32049336985522,0.0,33.9,75,0
47.85738824118856,0.0,33.9,76,0
49.48142294314029,0.0,33.9,77,0
51.310334126534364,0.0,34.4,78,0
53.219806962895625,0.0,34.4,79,1
53.71471834761107,0.0,34.5,80,2
53.71471834761107,0.0,35.3,81,2
53.71471834761107,0.0,36.0,82,2
53.71471834761107,0.0,36.0,83,2
53.71471834761107,0.0,36.0,84,2
53.71471834761107,0.0,34.8,85,2
53.71471834761107,0.0,36.1,86,2
53.71471834761107,0.0,36.1,87,2
53.71471834761107,0.0,36.1,88,2
53.71471834761107,0.0,36.0,89,2
53.71471834761107,0.0,36.1,90,2
53.71471834761107,0.0,36.1,91,2
53.71471834761107,0.0,36.1,92,2
53.71471834761107,0.0,35.2,93,2
53.71471834761107,0.0,34.7,94,2
53.71471834761107,0.0,35.0,95,2
53.71471834761107,0.0,35.4,96,2
53.71471834761107,0.0,36.0,97,2
53.71471834761107,0.0,36.7,98,2
53.71471834761107,0.0,36.7,99,2
53.71471834761107,0.0,36.7,100,2
53.71471834761107,0.0,36.6,101,2
53.71471834761107,0.0,36.6,102,2
53.71471834761107,0.0,36.6,103,2
53.71471834761107,0.0,35.9,104,2
53.71471834761107,0.0,36.5,105,2
53.71471834761107,0.0,37.0,106,2
53.71471834761107,0.0,37.0,107,2
383.4513249987101,1.2,34.4,1,0
411.919554528989,0.0,34.5,2,0
367.44898200636374,5.4,34.5,3,0
341.3882463530437,7.0,34.5,4,0
315.0198858749203,7.0,33.1,5,0
286.47055803392374,1.6,33.7,6,0
261.97218413394603,0.0,33.9,7,0
240.15313737008282,0.0,35.7,8,0
220.2049808105968,0.0,35.7,9,0
201.91380427010827,0.0,35.7,10,0
185.27731733696177,0.0,34.7,11,0
178.97819302134624,0.0,34.7,12,0
163.59262706909345,0.0,34.5,13,0
149.20220004358075,2.0,34.5,14,0
143.5339602550644,2.6,34.5,15,0
130.84423389340895,2.6,34.2,16,0
125.41433628196488,0.6,34.6,17,0
120.3562722260869,0.0,35.0,18,0
109.55543078533964,0.0,35.0,19,0
105.13696952317815,9.0,35.0,20,0
95.60871449638952,9.0,33.9,21,0
91.73038854993774,9.2,33.0,22,0
83.234456907909,0.4,33.0,23,0
