Date,Tensao_Media_Atual_kPa,Chuva_Acumulada_3d_mm,Tmax_Futura_3d_C,Irrigacao_mm,DAP
2023-02-07,33.16571333183707,1.7999999999999998,34.3,0.0,20
2023-02-08,33.16620229443396,0.0,34.3,0.0,21
2023-02-09,33.1662655605287,0.0,34.3,0.0,22
2023-02-10,33.16627374637227,6.0,34.7,0.9113384370697097,23
2023-02-11,62.05504201770499,6.0,34.7,4.153639993825121,24
2023-02-12,62.05504201770499,6.6,34.7,3.446262993507924,25
2023-02-13,62.05504201770499,2.0,34.1,0.0,26
2023-02-14,62.05504201770499,2.0,34.1,1.708751773407322,27
2023-02-15,62.05504201770499,32.6,34.1,1.7767052399682088,28
2023-02-16,62.05504201770499,40.0,33.9,2.5364663963657264,29
2023-02-17,62.05504201770499,67.6,32.0,3.620003697238374,30
2023-02-18,62.05504201770499,36.8,33.3,0.0,31
2023-02-19,62.05504201770499,45.8,33.3,0.0,32
2023-02-20,28.303641671511492,24.2,33.3,0.0,33
2023-02-21,30.735024840017534,24.0,33.4,0.0,34
2023-02-22,27.59582456382156,9.2,33.4,0.0,35
2023-02-23,32.38750229612941,5.2,33.4,0.0,36
2023-02-24,29.269820196113606,18.4,33.1,0.0,37
2023-02-25,31.237265088665943,15.6,33.3,0.0,38
2023-02-26,32.91016834608898,13.6,33.6,0.0,39
2023-02-27,33.13302654072615,0.2,33.6,0.0,40
2023-02-28,33.161971165146184,0.0,33.6,0.0,41
2023-03-01,31.618634026405125,0.0,33.5,0.0,42
2023-03-02,32.94877198796338,11.6,33.9,0.0,43
2023-03-03,33.138048731999234,18.0,33.9,0.0,44
2023-03-04,33.16262143315923,22.0,33.9,0.0,45
2023-03-05,33.16580221859201,26.0,32.6,0.0,46
2023-03-06,33.16621379537074,31.400000000000002,33.7,0.0,47
2023-03-07,33.16626704860681,27.599999999999998,33.7,0.0,48
2023-03-08,33.16627393891094,41.2,33.7,0.0,49
2023-03-09,33.16627483042947,29.599999999999998,33.3,0.0,50
2023-03-10,31.449263478846156,107.4,33.3,0.0,51
2023-03-11,30.312667320177937,80.0,33.3,0.0,52
2023-03-12,32.78211984090066,114.4,29.7,0.0,53
2023-03-13,27.8300106900574,38.8,32.6,0.0,54
2023-03-14,32.403098937688895,76.4,32.6,0.0,55
2023-03-15,26.879531151923054,63.0,32.6,0.0,56
2023-03-16,32.28221768145781,123.0,31.9,0.0,57
2023-03-17,27.272068805616,88.19999999999999,31.9,0.0,58
2023-03-18,32.33660184535276,111.6,31.7,0.0,59
2023-03-19,26.95866342138802,49.199999999999996,31.7,0.0,60
2023-03-20,28.756713307985205,61.99999999999999,31.0,0.0,61
2023-03-21,26.395026830978484,85.6,31.0,0.0,62
2023-03-22,32.10423522531792,85.8,32.0,0.0,63
2023-03-23,26.763326868849312,68.8,32.0,0.0,64
2023-03-24,32.26038129889611,6.799999999999986,32.0,0.0,65
2023-03-25,29.887396880794956,29.19999999999999,31.5,0.0,66
2023-03-26,26.421907406171808,29.39999999999999,33.0,0.0,67
2023-03-27,32.210621320353724,23.399999999999988,33.0,0.0,68
2023-03-28,33.04113100819424,5.999999999999986,33.0,0.0,69
2023-03-29,33.15005765404908,53.399999999999984,32.6,0.0,70
2023-03-30,28.24374633057902,53.399999999999984,31.7,0.0,71
2023-03-31,32.46697199329956,48.59999999999999,31.7,0.0,72
2023-04-01,33.07495579949064,1.1999999999999857,33.0,0.0,73
2023-04-02,33.15444527490503,0.9999999999999858,33.0,0.0,74
2023-04-03,26.575206038979395,5.199999999999985,33.0,0.0,75
2023-04-04,32.23273048316581,6.199999999999985,32.6,0.0,76
2023-04-05,33.04403127507146,32.999999999999986,32.3,0.0,77
2023-04-06,33.15043357850577,28.399999999999984,32.3,0.0,78
2023-04-07,33.164224875248735,41.79999999999998,33.8,0.0,79
2023-04-08,33.166009700518686,15.599999999999985,33.8,0.0,80
2023-04-09,33.16624064119681,16.999999999999986,33.8,0.0,81
2023-04-10,30.01950601288211,4.999999999999986,32.8,0.0,82
2023-04-11,32.63269802970892,4.399999999999986,33.2,0.0,83
2023-04-12,29.093028726560753,2.999999999999986,34.9,0.0,84
2023-04-13,32.47597204632828,0.0,34.9,0.0,85
2023-04-14,33.0761530449429,0.0,34.9,0.0,86
2023-04-15,33.15460073954251,0.1999999999999858,34.5,0.0,87
2023-04-16,33.16476423796088,0.1999999999999858,34.5,0.0,88
2023-04-17,33.166079490345815,9.999999999999986,33.9,0.38348984113623796,89
2023-04-18,62.05504201770499,9.799999999999986,33.9,1.7200175051570399,90
2023-04-19,62.05504201770499,9.799999999999986,33.9,2.04441530072228,91
2023-04-20,62.05504201770499,5.599999999999985,33.5,0.0,92
2023-04-21,62.05504201770499,5.599999999999985,33.7,0.0,93
2023-04-22,48.048668689678586,5.599999999999985,33.7,0.0,94
2023-04-23,47.52843209866336,0.0,34.6,0.0,95
2023-04-24,47.59999803784712,0.1999999999999858,34.6,0.8599553699317892,96
2023-04-25,62.05504201770499,0.1999999999999858,34.8,2.483656020230979,97
2024-01-14,32.261270109620774,12.599999999999985,34.2,0.0,1
2024-01-15,33.04786417742519,0.3999999999999858,34.5,0.0,2
2024-01-16,33.1509318995529,0.3999999999999858,34.5,0.0,3
2024-01-17,31.893472923767753,0.0,34.5,0.0,4
2024-01-18,32.94708897849151,0.0,34.9,0.0,5
2024-01-19,33.13525594323647,16.799999999999986,34.9,0.0,6
2024-01-20,33.1622183846144,16.799999999999986,34.9,0.0,7
2024-01-21,33.16575006684779,16.999999999999986,34.6,0.0,8
2024-01-22,33.1662070475532,9.399999999999984,34.2,0.0,9
2024-01-23,33.1662661755237,9.399999999999984,34.2,0.0,10
2024-01-24,31.950756920999837,79.39999999999999,34.2,0.0,11
2024-01-25,32.95682204624776,113.6,34.2,0.0,12
2024-01-26,33.13661470806265,124.19999999999999,31.4,0.0,13
2024-01-27,32.26405202008552,55.399999999999984,33.3,0.0,14
2024-01-28,33.01081743179714,11.999999999999986,33.8,0.0,15
2024-01-29,26.724471441603463,42.19999999999998,33.8,0.0,16
2024-01-30,26.71972454260257,43.999999999999986,33.8,0.0,17
2024-01-31,29.327205629265187,83.19999999999999,32.4,0.0,18
2024-02-01,32.551031697167645,42.39999999999999,33.9,0.0,19
2024-02-02,33.08317102141612,44.999999999999986,33.9,0.0,20
2024-02-03,26.750452770741774,6.799999999999986,33.9,0.0,21
2024-02-04,32.10141201440243,6.799999999999986,33.2,0.0,22
2024-02-05,27.116960335798407,0.9999999999999858,33.2,0.0,23
2024-02-06,32.268247127124496,0.0,32.84,0.0,24
2024-02-07,33.048723344355835,0.0,32.86,0.0,25
2024-02-08,33.15104231212249,0.0,32.88,0.0,26
2024-02-09,33.16430366518948,0.0,32.9,0.0,27
2024-02-10,33.166019895403984,0.0,32.92,0.0,28
2024-02-11,33.16624196029406,0.0,32.94,0.0,29
2024-02-12,33.16627069279777,0.0,32.96,0.0,30
2024-02-13,33.166274410423334,0.0,32.98,0.0,31
2024-02-14,33.16627489143724,0.0,33.0,0.0,32
2024-02-15,33.16627495367433,0.0,33.02,0.0,33
2024-02-16,33.1662749617271,0.0,33.04,0.0,34
2024-02-17,33.166274962768995,0.0,33.06,0.0,35
2024-02-18,33.166274962903756,0.0,33.08,0.0,36
2024-02-19,33.16627496292128,0.0,33.1,0.0,37
2024-02-20,33.16627496292351,0.0,33.12,0.0,38
2024-02-21,33.166274962923815,0.0,33.14,0.0,39
2024-02-22,33.166274962923815,0.0,33.16,0.0,40
2024-02-23,33.166274962923815,0.0,33.18,0.0,41
2024-02-24,33.166274962923815,0.0,33.2,0.0,42
2024-02-25,33.166274962923815,0.0,33.22,0.0,43
2024-02-26,33.166274962923815,0.0,33.24,0.0,44
2024-02-27,33.166274962923815,0.0,33.26,0.0,45
2024-02-28,33.166274962923815,0.0,33.27,0.0,46
2024-02-29,33.166274962923815,0.0,33.29,0.0,47
2024-03-01,33.166274962923815,0.0,33.31,0.0,48
2024-03-02,33.166274962923815,0.0,33.33,0.0,49
2024-03-03,33.166274962923815,0.0,33.35,0.0,50
2024-03-04,33.166274962923815,0.0,33.37,0.4547723366611187,51
2024-03-05,62.05504201770499,0.0,33.39,0.8049938785141209,52
2024-03-06,62.05504201770499,0.0,33.41,0.8156510850883036,53
2024-03-07,62.05504201770499,0.0,33.43,0.8262170566991301,54
2024-03-08,62.05504201770499,0.0,33.45,0.8361239443685693,55
2024-03-09,62.05504201770499,0.0,33.47,0.8466197042876712,56
2024-03-10,62.05504201770499,0.0,33.49,0.8667785085062829,57
2024-03-11,62.05504201770499,0.0,33.51,0.87714121059011,58
2024-03-12,62.05504201770499,0.0,33.53,0.88744400450137,59
2024-03-13,62.05504201770499,0.0,33.55,0.8976932253832587,60
2024-03-14,62.05504201770499,0.0,33.57,0.9167804245334588,61
2024-03-15,62.05504201770499,0.0,33.59,0.9260470091096512,62
2024-03-16,62.05504201770499,0.0,33.61,0.9352533877818342,63
2024-03-17,62.05504201770499,0.0,33.63,0.9444040590803644,64
2024-03-18,62.05504201770499,0.0,33.65,0.9632304225346611,65
2024-03-19,62.05504201770499,0.0,33.67,0.9722744021252144,66
2024-03-20,62.05504201770499,0.0,33.69,0.981273127016269,67
2024-03-21,62.05504201770499,0.0,33.71,0.9902294729624451,68
2024-03-22,62.05504201770499,0.0,33.73,1.0088441443814267,69
2024-03-23,62.05504201770499,0.0,33.75,1.0177152284536306,70
2024-03-24,62.05504201770499,0.0,33.77,1.026550627167877,71
2024-03-25,62.05504201770499,0.0,33.79,1.0450259919162874,72
2024-03-26,62.05504201770499,0.0,33.81,1.0537869146778456,73
2024-03-27,62.05504201770499,0.0,33.83,1.072173769188603,74
2024-03-28,62.05504201770499,0.0,33.85,1.0808655815585988,75
2024-03-29,62.05504201770499,0.0,33.87,1.0895288935375447,76
2024-03-30,62.05504201770499,0.0,33.89,1.1077952790099654,77
2024-03-31,62.05504201770499,0.0,33.91,1.1163957165477247,78
2024-04-01,62.05504201770499,0.0,33.93,1.1345829820204933,79
2024-04-02,62.05504201770499,0.0,33.95,1.1431236424319953,80
2024-04-03,62.05504201770499,0.0,33.97,1.1612343070583453,81
2024-04-04,62.05504201770499,0.0,33.99,1.1697176781233527,82
2024-04-05,62.05504201770499,0.0,34.01,1.1877178347277446,83
2024-04-06,62.05504201770499,0.0,34.03,1.1893683506368242,84
2024-04-07,62.05504201770499,0.0,34.05,1.1998061732010956,85
2024-04-08,62.05504201770499,0.0,34.07,1.200016616070415,86
2024-04-09,62.05504201770499,0.0,34.09,1.2087486712765523,87
2024-04-10,62.05504201770499,0.0,34.11,1.2072673863971373,88
2024-04-11,62.05504201770499,0.0,34.13,1.2140015222000173,89
2024-04-12,62.05504201770499,0.0,34.15,1.210535164594562,90
2024-04-13,62.05504201770499,0.0,34.17,1.2149317192112488,91
2024-04-14,62.05504201770499,0.0,34.19,1.2179618318140102,92
2024-04-15,62.05504201770499,0.0,34.2,1.2108059954361734,93
2024-04-16,62.05504201770499,0.0,34.22,1.2108796858622124,94
2024-04-17,62.05504201770499,0.0,34.24,1.2092317859341923,95
2024-04-18,62.05504201770499,0.0,34.26,1.1974137244277234,96
2024-04-19,62.05504201770499,0.0,34.28,1.192050154234453,97
2024-04-20,62.05504201770499,0.0,34.3,1.1845337889897363,98
2024-04-21,62.05504201770499,0.0,34.32,1.1668743961727512,99
2024-04-22,62.05504201770499,0.0,34.34,1.1547339201972762,100
2024-04-23,62.05504201770499,0.0,34.36,1.1399333426255875,101
2024-04-24,62.05504201770499,0.0,34.38,1.1150512710842857,102
2025-01-16,47.610658490314435,0.7999999999999858,32.9,1.4407718764259547,1
2025-01-17,47.610658490314435,0.6000000000000001,32.1,1.9007530351434572,2
2025-01-19,47.610658490314435,0.6000000000000001,33.9,2.7995856570692563,1
2025-01-20,47.610658490314435,0.6000000000000001,33.9,2.109320724023234,2
2025-01-21,49.7178504750698,0.6000000000000001,33.9,1.5782004002601826,3
2025-01-22,53.78933301812708,0.6000000000000001,32.9,2.3151494857859247,4
2025-01-23,57.54380663353109,0.6000000000000001,34.4,2.7902722311849786,5
2025-01-24,60.61224935168734,0.6000000000000001,34.4,1.8603386741087091,6
2025-01-25,61.75992774219786,0.6000000000000001,34.4,2.581680764236475,7
2025-01-26,62.02537991719208,0.6000000000000001,33.8,3.0870297702790106,8
2025-01-27,62.05504201770499,0.7999999999999858,33.8,2.966644313039991,9
2025-01-28,62.05504201770499,0.7999999999999858,32.3,2.500570782364152,10
2025-01-29,62.05504201770499,0.7999999999999858,32.3,1.5662540602362531,11
2025-01-30,62.05504201770499,0.6000000000000001,32.4,2.5468555775136568,12
2025-01-31,62.05504201770499,0.6000000000000001,33.1,2.165230899627718,13
2025-02-01,62.05504201770499,0.7999999999999858,33.1,1.4085787127921854,14
2025-02-02,62.05504201770499,0.7999999999999858,33.9,2.655877820698316,15
2025-02-03,62.05504201770499,0.7999999999999858,33.9,2.771510438387798,16
2025-02-04,62.05504201770499,0.6000000000000001,33.9,1.4444172578342718,17
2025-02-05,62.05504201770499,0.3999999999999858,33.0,3.579496189628986,18
2025-02-06,62.05504201770499,0.3999999999999858,32.1,3.5452910125317296,19
2025-02-07,62.05504201770499,0.3999999999999858,31.0,2.4672953591026063,20
2025-02-08,62.05504201770499,0.6000000000000001,32.2,2.4422011709871962,21
2025-02-09,62.05504201770499,0.6000000000000001,32.3,2.2486131497132096,22
2025-02-10,62.05504201770499,0.6000000000000001,32.6,2.3786298560448422,23
2025-02-11,62.05504201770499,0.6000000000000001,33.1,3.450060482192744,24
2025-02-12,62.05504201770499,0.6000000000000001,33.1,2.8545899233811594,25
2025-02-13,62.05504201770499,0.6000000000000001,33.1,3.582277127729327,26
2025-02-14,62.05504201770499,0.6000000000000001,30.3,4.018487937046808,27
2025-02-15,62.05504201770499,0.6000000000000001,32.7,2.7629190668695314,28
2025-02-16,62.05504201770499,0.6000000000000001,33.2,2.0598616022433163,29
2025-02-17,62.05504201770499,0.6000000000000001,33.2,2.3757437097252954,30
2025-02-18,62.05504201770499,0.3999999999999858,33.2,3.6437438903302675,31
2025-02-19,62.05504201770499,0.3999999999999858,32.7,4.309758996713625,32
2025-02-20,62.05504201770499,0.3999999999999858,33.0,4.01284850280957,33
2025-02-21,62.05504201770499,0.3999999999999858,33.0,3.635737847027504,34
2025-02-22,62.05504201770499,0.3999999999999858,33.0,4.03476093187884,35
2025-02-23,62.05504201770499,0.3999999999999858,32.1,3.7898134876326774,36
2025-02-24,62.05504201770499,0.3999999999999858,32.1,3.153455873593256,37
2025-02-25,62.05504201770499,0.3999999999999858,32.1,3.563483828482514,38
2025-02-26,62.05504201770499,0.1999999999999858,32.0,4.094856506474856,39
2025-02-27,62.05504201770499,0.1999999999999858,32.0,3.2022452182544803,40
2025-02-28,62.05504201770499,0.0,32.8,3.4102520408721886,41
2025-03-01,62.05504201770499,0.0,32.8,3.7919085581855,42
2025-03-02,62.05504201770499,0.0,32.8,4.288914341399591,43
2025-03-03,62.05504201770499,0.0,32.6,4.579920944219126,44
2025-03-04,62.05504201770499,0.0,33.4,3.699134366845719,45
2025-03-05,62.05504201770499,0.0,33.4,3.247693787005482,46
2025-03-06,62.05504201770499,0.0,33.4,3.0634954930550826,47
2025-03-07,62.05504201770499,0.0,33.1,4.40634361896157,48
2025-03-08,62.05504201770499,0.0,32.3,4.191904219219214,49
2025-03-09,62.05504201770499,0.0,32.3,3.490603865508316,50
2025-03-10,62.05504201770499,0.0,32.6,3.8225713967451806,51
2025-03-11,62.05504201770499,0.0,32.6,3.0894257894223958,52
2025-03-12,62.05504201770499,0.0,33.9,3.2974130177252094,53
2025-03-13,62.05504201770499,0.0,33.9,3.794941473814509,54
2025-03-14,62.05504201770499,0.0,33.9,4.9008749603918,55
2025-03-15,62.05504201770499,0.0,32.9,4.773856802656524,56
2025-03-16,62.05504201770499,0.0,34.0,5.305812892016784,57
2025-03-17,62.05504201770499,0.0,34.0,4.024981450694831,58
2025-03-18,62.05504201770499,0.0,34.0,4.372228175912346,59
2025-03-19,62.05504201770499,0.0,33.5,5.437538187246529,60
2025-03-20,62.05504201770499,0.0,33.5,4.5606550283564085,61
2025-03-21,62.05504201770499,0.0,33.8,2.9823898268668048,62
2025-03-22,62.05504201770499,0.0,34.4,4.83014483427284,63
2025-03-23,62.05504201770499,0.0,34.4,3.4096213117436576,64
2025-03-24,62.05504201770499,0.0,34.4,4.5353058789657785,65
2025-03-25,62.05504201770499,0.0,33.7,5.604682847182133,66
2025-03-26,62.05504201770499,0.0,33.7,4.670658111650944,67
2025-03-27,62.05504201770499,0.0,33.5,4.584870249239081,68
2025-03-28,62.05504201770499,0.0,33.5,4.162113270520834,69
2025-03-29,62.05504201770499,0.0,33.6,4.158434694038476,70
2025-03-30,62.05504201770499,0.0,34.1,4.62367661570281,71
2025-03-31,62.05504201770499,0.0,34.1,4.36499336490822,72
2025-04-01,62.05504201770499,0.0,34.1,4.574719750067505,73
2025-04-02,62.05504201770499,0.0,34.0,4.438473662879646,74
2025-04-03,62.05504201770499,0.0,33.8,4.840480113521295,75
2025-04-04,62.05504201770499,0.0,33.7,3.9024058172398015,76
2025-04-05,62.05504201770499,0.0,34.2,3.898852539053713,77
2025-04-06,62.05504201770499,0.0,34.2,3.5502352924225264,78
2025-04-07,62.05504201770499,0.0,34.2,2.4082927772565434,79
2025-04-08,62.05504201770499,0.0,32.8,4.821750216823081,80
2025-04-09,62.05504201770499,0.0,33.6,3.7267878384391304,81
2025-04-10,62.05504201770499,0.0,33.6,3.7409892668491014,82
2025-04-11,62.05504201770499,0.0,33.6,3.9294855835568328,83
2025-04-12,62.05504201770499,0.0,33.6,4.122152126754811,84
2025-04-13,62.05504201770499,0.0,33.6,3.3634692257058343,85
2025-04-14,62.05504201770499,0.0,34.5,3.035964325375859,86
2025-04-15,62.05504201770499,0.0,34.5,3.999981725818788,87
2025-04-16,62.05504201770499,0.0,34.5,3.957160459988776,88
2025-04-17,62.05504201770499,0.0,34.5,4.317038758497411,89
2025-04-18,62.05504201770499,0.0,34.1,4.816453374865895,90
2025-04-19,62.05504201770499,0.0,33.7,4.1417115633315715,91
2025-04-20,62.05504201770499,0.0,32.9,4.203850188884434,92
2025-04-21,62.05504201770499,0.0,34.2,3.901830345711685,93
2025-04-22,62.05504201770499,0.0,34.2,3.543535234818263,94
2025-04-23,62.05504201770499,0.0,34.2,2.5777990688638814,95
2025-04-24,62.05504201770499,0.0,34.0,4.147179145951902,96
2025-04-25,62.05504201770499,0.0,34.0,3.502925572863335,97
