tensao_solo_kpa,chuva_acum_3d_mm,tmax_max_3d_c,dap,classe_irrigacao
12.892669272576722,55.6,29.87,68.0,0
10.579431997408202,33.19,29.87,69.0,0
12.942983125638676,57.18,30.13,70.0,0
8.975532515214391,106.39000000000001,30.13,71.0,0
5.7843946876050065,107.38,30.13,72.0,0
12.426251250567992,76.91000000000001,30.72,73.0,0
15.662370301691217,14.259999999999986,31.09,74.0,0
15.37991497222623,18.819999999999986,31.09,75.0,0
12.592974880928326,33.109999999999985,31.09,76.0,0
11.137061001531237,27.099999999999987,29.07,77.0,0
14.708359440981559,14.819999999999984,29.73,78.0,0
16.68432192377176,3.549999999999984,30.3,79.0,0
17.390388560466107,37.41999999999999,30.3,80.0,0
9.356306037466876,56.36999999999999,30.3,81.0,0
10.094463647641765,53.429999999999986,30.52,82.0,0
15.235873712958501,38.26999999999998,30.63,83.0,0
11.557828115111278,33.069999999999986,30.63,84.0,0
11.44361687346693,33.149999999999984,31.58,85.0,0
15.529089010595568,14.369999999999987,31.58,86.0,0
17.758955953471993,1.0099999999999858,31.58,87.0,0
19.33518885961942,3.269999999999986,31.41,88.0,0
19.791431542014465,3.8999999999999857,31.34,89.0,0
21.59478121566121,18.219999999999985,31.34,90.0,0
16.275772455486525,16.069999999999986,31.34,91.0,0
17.85772423098275,15.509999999999986,31.23,92.0,0
19.43089971804596,5.099999999999988,31.23,93.0,0
19.123029089996223,5.279999999999988,30.76,94.0,0
20.902450759706362,21.509999999999987,30.76,95.0,0
15.497722796390558,19.379999999999985,30.76,96.0,0
15.90792219797851,21.459999999999987,31.21,97.0,0
16.349824901685327,27.489999999999988,31.21,98.0,0
10.997852307948214,42.42999999999999,31.21,99.0,0
10.36026354824053,47.41999999999999,30.59,100.0,0
12.552392622159752,81.37999999999998,30.59,101.0,0
6.422456493389147,64.24999999999999,29.84,102.0,0
14.48169883153807,69.87999999999998,30.26,103.0,0
20.225673341612087,0.0,30.29,14.0,0
20.225673341612087,0.0,31.32,15.0,0
20.40199296904087,0.0,32.1,16.0,0
22.35793939991993,0.0,32.1,17.0,0
22.241219446033647,0.0,32.1,18.0,1
15.320875185524079,0.0,31.58,19.0,0
16.605564797262886,0.4,31.82,20.0,0
19.03325321109486,0.47000000000000003,31.82,21.0,0
20.379191112206588,0.47000000000000003,31.82,22.0,0
22.556224667587102,0.11000000000000001,31.65,23.0,0
22.731959582725548,0.66,31.61,24.0,1
14.443086557670906,0.66,31.94,25.0,0
17.007492753900554,0.63,31.94,26.0,0
18.044581748049463,0.01,31.94,27.0,0
20.01021908495871,0.01,32.36,28.0,0
21.982075170695335,0.0,32.36,29.0,0
22.39801115504067,0.0,32.36,30.0,1
14.454804259587272,0.0,32.3,31.0,0
16.76480103073028,0.0,31.85,32.0,0
18.0753188053258,0.32,32.18,33.0,0
20.293810568790192,0.8400000000000001,33.14,34.0,0
22.71412652295349,0.8400000000000001,33.14,35.0,1
14.949194277195664,0.52,33.14,36.0,0
16.14846397514615,0.01,32.67,37.0,0
18.121549099731897,0.01,32.67,38.0,0
20.387901400020514,0.01,33.21,39.0,0
22.975594631544702,0.01,33.21,40.0,1
14.651705533981016,0.18000000000000002,33.21,41.0,0
16.412581433972186,0.18000000000000002,33.31,42.0,0
17.656001940999314,0.17,33.31,43.0,0
19.860599481603597,0.0,33.31,44.0,0
22.334748517554562,0.0,33.19,45.0,0
24.90657953744249,0.0,33.9,46.0,1
14.884022199982772,0.36,34.0,47.0,0
16.856821377301415,0.49,34.09,48.0,0
19.192750337273797,0.49,34.09,49.0,0
20.55246780360659,0.13,34.09,50.0,0
23.675095072457044,0.0,34.05,51.0,1
14.478491433819626,0.0,33.86,52.0,0
16.320155311101555,0.0,34.44,53.0,0
18.53768440554433,0.0,34.54,54.0,0
21.229954308531397,0.0,34.54,55.0,0
24.546461762978513,0.0,34.76,56.0,1
14.639915297843778,0.0,34.76,57.0,0
16.779761046586295,0.0,34.76,58.0,0
19.231013600937196,0.0,34.61,59.0,0
21.914271012159663,0.0,35.87,60.0,0
25.205089876727037,0.0,35.87,61.0,1
14.853020550234099,0.0,35.87,62.0,0
17.011511870750017,0.0,35.74,63.0,0
19.4812617633699,0.0,35.08,64.0,0
22.423256542827477,0.0,35.12,65.0,1
14.731259784465383,0.01,35.24,66.0,0
16.94158396052657,0.01,35.24,67.0,0
19.421759842981896,0.01,35.69,68.0,0
22.28255239835493,0.0,35.69,69.0,1
14.60745774653784,0.0,35.99,70.0,0
16.906749891643596,0.0,36.46,71.0,0
19.472093341034167,0.0,37.02,72.0,0
22.6473176601475,0.0,37.02,73.0,1
14.5847890390563,0.0,37.02,74.0,0
16.887434918436107,0.0,36.97,75.0,0
19.53178115771932,0.0,36.97,76.0,0
22.65831630541765,0.0,37.82,77.0,1
14.70509146570597,0.0,38.58,78.0,0
17.117056951684305,0.0,38.58,79.0,0
20.003097274624807,0.0,38.58,80.0,0
23.501871957700537,0.0,38.32,81.0,1
14.63666563531068,0.0,38.48,82.0,0
16.97262019266039,0.0,38.48,83.0,0
19.307947294166414,6.35,38.48,84.0,0
18.746413412933148,6.569999999999999,37.61,85.0,0
20.807870917789767,6.59,36.48,86.0,0
23.261917601940073,0.24,37.05,87.0,0
26.580723700688697,0.9400000000000001,37.2,88.0,0
29.880872365290415,0.93,37.2,89.0,0
33.98171002218607,0.93,37.45,90.0,1
14.669201412184892,0.01,38.0,91.0,0
16.992052625773486,0.0,38.0,92.0,0
19.83823425040941,0.0,38.0,93.0,0
23.273276870147587,0.0,37.93,94.0,0
27.583033238089524,0.0,37.6,95.0,0
32.74561051942993,0.0,37.61,96.0,1
14.513819938065607,0.0,38.61,97.0,0
16.80276422490699,0.0,38.61,98.0,0
19.619414230638426,0.0,38.61,99.0,0
22.779727158910735,0.0,39.31,100.0,0
26.654190628313213,0.0,39.31,101.0,0
31.13220419711604,0.0,39.31,102.0,1
14.623675672822488,0.0,39.3,103.0,0
16.642535970188604,0.0,39.3,104.0,0
18.97574066398782,0.0,39.3,105.0,0
17.338939137326253,0.94,30.64,14.0,0
17.338939137326253,6.199999999999999,30.64,15.0,0
16.549636595315164,9.0,30.64,16.0,0
15.192211145032106,8.379999999999999,28.99,17.0,0
16.978662235438144,11.389999999999999,31.27,18.0,0
13.577826050752256,9.0,31.27,19.0,0
16.363880468303236,8.68,32.49,20.0,0
17.447913046432358,0.9299999999999999,32.51,21.0,0
20.029519183996218,4.83,32.51,22.0,0
18.605993568014988,21.439999999999998,32.51,23.0,0
12.361580857334243,29.0,29.69,24.0,0
11.728476569273983,26.089999999999996,28.84,25.0,0
14.978362928321053,11.519999999999996,30.64,26.0,0
16.231038444975297,3.5399999999999965,32.74,27.0,0
17.3414642043167,2.3499999999999965,32.74,28.0,0
20.070781786068803,0.36999999999999644,33.34,29.0,0
21.143215184292902,0.2799999999999965,33.34,30.0,0
23.78386679264363,0.06999999999999644,33.34,31.0,1
14.73339535059235,0.009999999999996447,33.29,32.0,0
16.029478739600915,0.0,32.93,33.0,0
18.81377012299039,1.4299999999999964,32.93,34.0,0
20.959237826126017,6.459999999999996,32.93,35.0,0
20.342531711682888,10.349999999999996,30.86,36.0,0
18.83379940100373,8.959999999999997,31.89,37.0,0
21.13185990441843,19.879999999999995,31.89,38.0,0
15.289042535960387,34.059999999999995,31.89,39.0,0
11.322536819972637,36.709999999999994,30.51,40.0,0
13.602463985748152,34.06999999999999,30.13,41.0,0
11.64879855292045,57.18,30.13,42.0,0
7.18801115264243,57.31,30.13,43.0,0
13.545022296752936,51.25,29.64,44.0,0
13.475533561573014,34.5,29.64,45.0,0
9.517902152024476,36.57,29.64,46.0,0
13.734529919986485,33.4,27.95,47.0,0
13.939009995417509,11.49,29.25,48.0,0
14.674821136689838,14.330000000000002,29.38,49.0,0
13.397854104228811,19.230000000000004,29.38,50.0,0
12.737637271057423,18.840000000000003,30.03,51.0,0
14.869567552816642,23.470000000000002,30.03,52.0,0
12.754140000554992,41.71,30.03,53.0,0
9.294017703763588,54.01,30.62,54.0,0
11.016291840410267,42.580000000000005,31.12,55.0,0
15.266602400507487,27.480000000000004,31.12,56.0,0
13.092509247727353,26.050000000000004,31.12,57.0,0
11.72302375974444,28.720000000000002,29.26,58.0,0
14.168276527181133,19.380000000000003,29.95,59.0,0
15.144133734286662,7.580000000000004,29.95,60.0,0
16.30164475599726,5.3800000000000034,29.95,61.0,0
17.266941742930456,5.350000000000003,30.07,62.0,0
17.80414283140224,5.090000000000003,31.03,63.0,0
19.394371279456735,5.380000000000004,31.03,64.0,0
20.605528416741976,4.050000000000004,31.03,65.0,0
21.967188203703216,5.620000000000004,30.48,66.0,0
22.829621057640274,9.350000000000003,30.48,67.0,0
21.99901241875881,19.190000000000005,30.61,68.0,0
18.537684405544304,23.550000000000004,30.73,69.0,0
17.514900256717077,31.770000000000003,30.73,70.0,0
14.227789627781858,22.780000000000005,30.73,71.0,0
15.252935996446311,21.800000000000004,30.35,72.0,0
14.754203099194575,14.930000000000003,30.35,73.0,0
13.835632333251525,47.21,30.13,74.0,0
8.400373951264443,50.25,29.53,75.0,0
12.100711402349459,47.81,30.44,76.0,0
14.059430275377427,18.160000000000007,30.44,77.0,0
13.957725304039872,9.890000000000008,30.63,78.0,0
15.768566779939826,9.710000000000008,30.63,79.0,0
15.904330492044224,36.77000000000001,30.63,80.0,0
9.053449250263906,61.01000000000001,30.17,81.0,0
9.363890267950218,62.260000000000005,29.54,82.0,0
13.192394519312481,30.450000000000006,29.54,83.0,0
15.82199027520111,5.570000000000007,30.2,84.0,0
17.607974381111614,0.2300000000000071,30.2,85.0,0
19.249082369483684,2.6800000000000073,30.2,86.0,0
19.941670445929393,22.130000000000006,30.69,87.0,0
13.95465719789072,24.330000000000005,30.69,88.0,0
14.91601745430202,21.770000000000007,30.69,89.0,0
16.676715083978806,2.300000000000007,31.22,90.0,0
18.400086490569414,1.990000000000007,31.22,91.0,0
19.176929771451995,2.270000000000007,31.81,92.0,0
21.15889566521978,2.270000000000007,32.02,93.0,0
23.588291938379946,0.3200000000000071,32.02,94.0,0
26.177715543293886,1.5400000000000071,32.02,95.0,0
27.423241983083038,1.6300000000000072,31.36,96.0,0
30.197652624682647,2.260000000000007,31.36,97.0,0
32.20245352987915,1.0500000000000071,31.36,98.0,0
35.22761919784645,5.330000000000007,31.95,99.0,0
34.77248200221364,7.4400000000000075,31.95,100.0,1
14.456063597998568,11.890000000000008,31.95,101.0,0
13.744906375491759,10.190000000000008,30.75,102.0,0
14.55247864759266,8.970000000000008,30.75,103.0,0
14.992708128097505,11.140000000000008,30.75,104.0,0
13.841706344579116,23.53000000000001,29.44,105.0,0
20.266053307813827,1.37,31.93,14.0,0
20.266053307813827,1.5100000000000002,33.4,15.0,0
22.01534758753326,1.56,34.88,16.0,0
22.967705023592245,0.78,34.88,17.0,1
15.053065480609032,0.8300000000000001,34.88,18.0,0
16.06081659939239,0.78,34.89,19.0,0
16.869988671904814,0.19,35.57,20.0,0
18.977077127523916,0.0,35.57,21.0,0
19.32068766921383,0.0,35.66,22.0,0
21.07440328977789,0.59,35.66,23.0,0
23.15138181687737,4.85,35.66,24.0,0
21.67811124044969,5.2299999999999995,34.71,25.0,0
23.71128402570662,4.7,34.23,26.0,1
14.414990384245618,0.45,34.71,27.0,0
16.739531568487333,0.06999999999999999,35.72,28.0,0
18.95279613812977,0.01,35.72,29.0,0
19.953254909797835,0.0,35.72,30.0,0
22.2606369524974,0.0,36.02,31.0,1
14.708237084760862,0.97,36.02,32.0,0
15.254453138562681,1.24,36.02,33.0,0
17.528724327080663,1.55,35.43,34.0,0
20.273503483215535,0.5800000000000001,35.87,35.0,0
23.233724054862332,0.31,36.29,36.0,1
14.443951003816421,0.0,36.29,37.0,0
16.79145181497606,0.0,36.29,38.0,0
19.5398395464984,0.0,35.73,39.0,0
22.76470489229101,0.0,35.68,40.0,0
25.18652580730849,0.0,35.68,41.0,1
14.265513024623317,0.0,36.89,42.0,0
16.636088870322094,0.01,36.89,43.0,0
19.535832571888136,0.09999999999999999,36.89,44.0,0
22.54822378324303,0.26,36.83,45.0,0
24.24032217325121,0.24999999999999997,37.06,46.0,1
14.509756364596093,0.15999999999999998,37.06,47.0,0
16.4059251592573,0.0,37.06,48.0,0
18.56362184820045,0.0,36.98,49.0,0
21.255402051085913,0.01,37.52,50.0,0
23.820623822257723,0.02,37.52,51.0,1
14.520254456063203,0.02,37.52,52.0,0
16.783592273572992,0.01,37.19,53.0,0
19.490435387319874,0.0,37.19,54.0,0
22.741011601125987,0.0,36.49,55.0,1
14.600976644071443,0.0,36.99,56.0,0
16.972620192660347,0.0,37.16,57.0,0
19.665727157453304,0.0,38.27,58.0,0
22.82407079371724,0.52,38.27,59.0,1
14.478491433819588,2.74,38.27,60.0,0
15.297405787910709,5.0600000000000005,36.72,61.0,0
16.121573364016054,8.030000000000001,36.51,62.0,0
17.050510969543556,5.8100000000000005,36.51,63.0,0
19.777416678489068,3.49,36.77,64.0,0
23.188244957083885,0.0,37.75,65.0,1
14.575086854583333,0.0,37.75,66.0,0
16.976504536409248,0.0,37.75,67.0,0
19.777416678489068,0.0,37.08,68.0,0
23.23354864253515,0.0,37.08,69.0,1
14.695292787395362,0.0,37.57,70.0,0
17.215488079751598,0.0,38.46,71.0,0
20.26070780535474,0.0,39.09,72.0,0
23.77393765951946,0.0,39.09,73.0,1
14.488116195525723,0.0,39.09,74.0,0
16.47290097755535,0.0,38.15,75.0,0
18.80343072656719,0.0,39.09,76.0,0
22.158969221038223,0.0,39.09,77.0,1
14.363593027294842,0.0,39.09,78.0,0
16.818120786030406,0.0,38.23,79.0,0
19.91339626586282,0.0,38.23,80.0,0
23.628752265567226,0.0,38.73,81.0,1
14.607457746537813,0.0,38.97,82.0,0
17.054416800921643,0.0,39.06,83.0,0
20.08852660387206,0.0,39.47,84.0,0
23.785598857359332,0.19,39.47,85.0,0
27.5064717743686,0.29000000000000004,39.47,86.0,0
31.285921105557417,0.42000000000000004,39.12,87.0,1
14.656176655576486,0.34,38.35,88.0,0
16.597095006620517,0.27,38.76,89.0,0
19.127513835932227,0.14,40.0,90.0,0
22.00963283228398,0.03,40.0,91.0,0
25.111486884069407,0.78,40.0,92.0,0
27.891858140026592,2.16,39.09,93.0,0
29.545355765358725,4.24,36.29,94.0,0
31.448717392434617,4.2,38.27,95.0,0
35.43429955034916,2.84,38.27,96.0,2
14.427289281382123,0.78,38.66,97.0,0
16.387003329766138,0.7200000000000001,38.66,98.0,0
18.44295324868585,1.23,38.66,99.0,0
20.294393655472266,1.23,38.43,100.0,0
22.26638584617855,0.55,39.42,101.0,0
24.522244847847375,0.02,39.53,102.0,0
13.631169683982865,3.41,29.17,14.0,0
13.631169683982865,3.58,29.67,15.0,0
16.83853604016186,3.5900000000000003,30.38,16.0,0
18.682907210109487,0.18000000000000002,31.19,17.0,0
19.567391891432834,1.17,31.19,18.0,0
22.2145981708744,10.26,31.19,19.0,0
17.208071147158588,13.67,30.52,20.0,0
17.993921782637525,12.56,30.44,21.0,0
19.336942725214925,6.17,30.44,22.0,0
20.20637589341418,15.69,30.44,23.0,0
13.260210474720957,20.229999999999997,28.74,24.0,0
13.668210313721294,26.839999999999996,28.87,25.0,0
11.489181015730658,17.740000000000002,28.87,26.0,0
13.900137599202695,20.82,29.93,27.0,0
13.02119354331501,14.16,29.93,28.0,0
14.429818104868652,12.870000000000001,29.94,29.0,0
15.672256834825063,6.66,29.94,30.0,0
16.75047952314459,4.65,29.94,31.0,0
17.477303648112045,2.4699999999999998,31.0,32.0,0
19.459924723175167,3.1500000000000004,31.0,33.0,0
20.894903898352627,5.36,31.0,34.0,0
20.562830438768177,5.25,30.51,35.0,0
22.962035427617547,6.210000000000001,30.51,36.0,0
23.365555842263795,9.31,30.51,37.0,0
21.933065210892657,12.17,30.37,38.0,0
21.42507858150132,15.22,30.04,39.0,0
20.46111880042664,13.49,30.04,40.0,0
20.05017431286088,16.14,30.04,41.0,0
19.359419723371783,21.42,29.75,42.0,0
16.066882582148047,80.57000000000001,29.75,43.0,0
6.243769808387826,79.86999999999999,29.75,44.0,0
13.161558233072068,70.07000000000001,30.08,45.0,0
15.32139903486128,34.44,30.08,46.0,0
9.299444085285153,34.269999999999996,30.08,47.0,0
13.4009564372246,34.11,30.67,48.0,0
15.453047639496194,12.009999999999996,31.03,49.0,0
14.909371061918579,15.199999999999996,31.03,50.0,0
13.66087477158775,16.409999999999997,31.03,51.0,0
14.800219020108926,11.979999999999999,29.91,52.0,0
15.58854524839685,11.189999999999998,29.91,53.0,0
14.558933821267535,12.879999999999997,29.97,54.0,0
14.600976644071443,22.489999999999995,29.97,55.0,0
